id,first_name,last_name,age
8484,Aleksandr,Nieminen,24
8485,Alina,Nieminen,57
8486,Anya,Korhonen,42
8487,Alina,Lehtinen,30
8488,Maria,Laine,44
8489,Sofia,Laine,23
8490,Sofia,Järvinen,70
8491,Leonid,Järvinen,41
8492,Alexei,Hämäläinen,54
8493,Maria,Heikkinen,63
8494,Igor,Järvinen,78
8495,Alina,Järvinen,48
8496,Igor,Hämäläinen,68
8497,Igor,Järvinen,42
8498,Alexei,Mäkelä,49
8499,Maria,Lehtonen,92
8500,Alina,Mäkinen,97
8501,Alexei,Järvinen,57
8502,Nikita,Heikkinen,81
8503,Alina,Mäkelä,86
8504,Anatoly,Hämäläinen,86
8505,Maria,Heikkinen,55
8506,Anya,Mäkelä,67
8507,Alina,Heikkinen,34
8508,Anatoly,Lehtonen,79
8509,Leonid,Lehtonen,90
8510,Anastasia,Laine,93
8511,Sofia,Heikkinen,55
8512,Aleksandr,Heikkinen,58
8513,Boris,Nieminen,24
8514,Alina,Laine,97
8515,Boris,Lehtonen,91
8516,Maria,Korhonen,67
8517,Igor,Laine,62
8518,Alexei,Hämäläinen,61
8519,Boris,Heikkinen,98
8520,Anatoly,Korhonen,78
8521,Leonid,Lehtonen,83
8522,Maria,Korhonen,49
8523,Anatoly,Järvinen,27
8524,Daniil,Laine,30
8525,Aleksandr,Koskinen,42
8526,Nikita,Laine,58
8527,Maria,Virtanen,94
8528,Maria,Heikkinen,46
8529,Anatoly,Koskinen,40
8530,Dmitri,Hämäläinen,23
8531,Dmitri,Laine,54
8532,Nikita,Heikkinen,74
8533,Aleksandr,Mäkinen,56
8534,Anastasia,Laine,39
8535,Aleksandr,Korhonen,85
8536,Alina,Koskinen,98
8537,Maria,Lehtinen,63
8538,Leonid,Laine,71
8539,Maria,Laine,21
8540,Sofia,Lehtonen,73
8541,Igor,Hämäläinen,31
8542,Alina,Nieminen,33
8543,Anatoly,Hämäläinen,35
8544,Alexei,Virtanen,57
8545,Daniil,Hämäläinen,98
8546,Boris,Laine,86
8547,Aleksandr,Lehtonen,43
8548,Leonid,Lehtinen,55
8549,Anastasia,Lehtonen,75
8550,Sofia,Nieminen,76
8551,Igor,Laine,32
8552,Anya,Heikkinen,42
8553,Anatoly,Nieminen,66
8554,Boris,Heikkinen,36
8555,Daniil,Heikkinen,85
8556,Igor,Koskinen,50
8557,Sofia,Järvinen,56
8558,Igor,Lehtinen,69
8559,Nikita,Lehtonen,74
8560,Aleksandr,Lehtinen,73
8561,Dmitri,Mäkelä,18
8562,Nikita,Lehtinen,79
8563,Anastasia,Nieminen,21
8564,Aleksandr,Koskinen,69
8565,Daniil,Mäkelä,70
8566,Anya,Koskinen,82
8567,Aleksandr,Laine,50
8568,Nikita,Virtanen,34
8569,Dmitri,Nieminen,92
8570,Igor,Mäkelä,83
8571,Maria,Mäkelä,50
8572,Daniil,Hämäläinen,63
8573,Ekaterina,Heikkinen,60
8574,Anatoly,Koskinen,91
8575,Boris,Korhonen,65
8576,Leonid,Koskinen,49
8577,Ekaterina,Korhonen,29
8578,Alexei,Hämäläinen,27
8579,Daniil,Mäkinen,50
8580,Maria,Nieminen,86
8581,Nikita,Mäkelä,70
8582,Ekaterina,Mäkelä,24
8583,Anya,Lehtonen,31
8584,Leonid,Koskinen,91
8585,Nikita,Järvinen,26
8586,Anya,Laine,18
8587,Maria,Hämäläinen,75
8588,Aleksandr,Korhonen,60
8589,Anatoly,Virtanen,77
8590,Anastasia,Koskinen,86
8591,Igor,Lehtonen,74
8592,Anya,Heikkinen,92
8593,Maria,Lehtinen,57
8594,Ekaterina,Hämäläinen,72
8595,Dmitri,Korhonen,33
8596,Ekaterina,Laine,68
8597,Maria,Virtanen,37
8598,Aleksandr,Lehtinen,27
8599,Igor,Mäkelä,72
8600,Anya,Nieminen,99
8601,Ekaterina,Korhonen,31
8602,Anastasia,Lehtinen,22
8603,Boris,Nieminen,23
8604,Anya,Koskinen,29
8605,Igor,Heikkinen,95
8606,Alexei,Koskinen,65
8607,Alexei,Lehtonen,21
8608,Boris,Lehtonen,77
8609,Dmitri,Virtanen,81
8610,Anastasia,Korhonen,26
8611,Igor,Hämäläinen,59
8612,Sofia,Virtanen,79
8613,Leonid,Lehtinen,35
8614,Anatoly,Hämäläinen,34
8615,Boris,Lehtinen,18
8616,Boris,Koskinen,96
8617,Ekaterina,Virtanen,60
8618,Maria,Mäkinen,76
8619,Igor,Järvinen,42
8620,Daniil,Laine,29
8621,Aleksandr,Mäkelä,99
8622,Anastasia,Lehtonen,25
8623,Igor,Lehtonen,41
8624,Daniil,Korhonen,63
8625,Boris,Heikkinen,54
8626,Anastasia,Lehtinen,97
8627,Sofia,Virtanen,87
8628,Boris,Lehtinen,99
8629,Nikita,Virtanen,27
8630,Daniil,Korhonen,43
8631,Boris,Heikkinen,83
8632,Leonid,Lehtinen,89
8633,Alexei,Koskinen,44
8634,Ekaterina,Koskinen,74
8635,Alexei,Virtanen,18
8636,Alexei,Heikkinen,34
8637,Maria,Mäkinen,90
8638,Nikita,Laine,63
8639,Daniil,Järvinen,41
8640,Dmitri,Mäkelä,87
8641,Dmitri,Hämäläinen,83
8642,Igor,Mäkelä,45
8643,Maria,Lehtinen,40
8644,Ekaterina,Korhonen,35
8645,Alexei,Lehtinen,38
8646,Dmitri,Heikkinen,50
8647,Anya,Hämäläinen,27
8648,Alina,Korhonen,56
8649,Alexei,Lehtinen,39
8650,Anatoly,Virtanen,84
8651,Aleksandr,Mäkelä,87
8652,Alexei,Korhonen,84
8653,Alexei,Lehtonen,88
8654,Daniil,Lehtonen,98
8655,Nikita,Virtanen,80
8656,Dmitri,Lehtonen,50
8657,Nikita,Korhonen,32
8658,Boris,Virtanen,41
8659,Boris,Mäkinen,55
8660,Aleksandr,Korhonen,67
8661,Sofia,Hämäläinen,48
8662,Nikita,Heikkinen,97
8663,Sofia,Koskinen,67
8664,Dmitri,Heikkinen,62
8665,Leonid,Nieminen,78
8666,Nikita,Mäkinen,50
8667,Alina,Nieminen,20
8668,Alina,Korhonen,66
8669,Maria,Heikkinen,27
8670,Alexei,Virtanen,29
8671,Anastasia,Koskinen,68
8672,Anatoly,Mäkelä,80
8673,Alina,Lehtinen,39
8674,Aleksandr,Hämäläinen,37
8675,Maria,Mäkinen,88
8676,Maria,Lehtinen,30
8677,Leonid,Heikkinen,66
8678,Alexei,Koskinen,41
8679,Leonid,Mäkinen,59
8680,Igor,Heikkinen,72
8681,Alina,Mäkelä,54
8682,Boris,Mäkinen,99
8683,Leonid,Nieminen,87
8684,Anastasia,Mäkinen,46
8685,Alina,Lehtinen,97
8686,Alina,Laine,18
8687,Maria,Virtanen,94
8688,Aleksandr,Lehtinen,78
8689,Alina,Mäkinen,88
8690,Maria,Virtanen,62
8691,Anastasia,Hämäläinen,81
8692,Anya,Virtanen,19
8693,Alina,Lehtonen,40
8694,Alexei,Koskinen,28
8695,Igor,Lehtinen,89
8696,Anatoly,Järvinen,75
8697,Ekaterina,Heikkinen,33
8698,Dmitri,Mäkinen,34
8699,Leonid,Mäkelä,30
8700,Anya,Hämäläinen,34
8701,Daniil,Lehtonen,36
8702,Alina,Järvinen,67
8703,Boris,Lehtinen,50
8704,Maria,Korhonen,57
8705,Nikita,Koskinen,94
8706,Nikita,Lehtinen,71
8707,Daniil,Mäkelä,22
8708,Anya,Lehtonen,69
8709,Boris,Korhonen,26
8710,Maria,Mäkinen,32
8711,Dmitri,Korhonen,86
8712,Alexei,Lehtinen,41
8713,Maria,Virtanen,33
8714,Aleksandr,Heikkinen,74
8715,Anastasia,Heikkinen,49
8716,Ekaterina,Nieminen,40
8717,Sofia,Koskinen,65
8718,Anatoly,Korhonen,72
8719,Leonid,Järvinen,27
8720,Dmitri,Lehtonen,73
8721,Igor,Lehtonen,55
8722,Leonid,Mäkelä,24
8723,Anatoly,Lehtonen,85
8724,Anatoly,Virtanen,87
8725,Anastasia,Nieminen,76
8726,Igor,Koskinen,38
8727,Alina,Heikkinen,47
8728,Daniil,Hämäläinen,78
8729,Dmitri,Korhonen,38
8730,Ekaterina,Laine,39
8731,Anatoly,Lehtinen,69
8732,Igor,Lehtinen,57
8733,Anya,Järvinen,52
8734,Maria,Lehtonen,48
8735,Daniil,Hämäläinen,78
8736,Anatoly,Mäkelä,72
8737,Igor,Virtanen,51
8738,Boris,Nieminen,41
8739,Aleksandr,Mäkinen,57
8740,Anatoly,Lehtonen,37
8741,Boris,Virtanen,92
8742,Maria,Nieminen,93
8743,Sofia,Järvinen,43
8744,Alexei,Laine,57
8745,Dmitri,Laine,55
8746,Sofia,Koskinen,82
8747,Sofia,Laine,55
8748,Dmitri,Mäkinen,57
8749,Dmitri,Korhonen,61
8750,Dmitri,Mäkinen,63
8751,Anya,Järvinen,34
8752,Alexei,Heikkinen,86
8753,Ekaterina,Laine,68
8754,Daniil,Virtanen,74
8755,Boris,Koskinen,61
8756,Igor,Mäkelä,81
8757,Igor,Virtanen,41
8758,Igor,Laine,32
8759,Maria,Heikkinen,42
8760,Boris,Hämäläinen,28
8761,Anastasia,Mäkelä,55
8762,Alina,Laine,25
8763,Dmitri,Koskinen,51
8764,Alina,Nieminen,45
8765,Ekaterina,Heikkinen,78
8766,Alexei,Laine,94
8767,Dmitri,Järvinen,30
8768,Daniil,Koskinen,45
8769,Alexei,Järvinen,24
8770,Dmitri,Koskinen,71
8771,Ekaterina,Heikkinen,80
8772,Anatoly,Mäkinen,42
8773,Sofia,Mäkelä,38
8774,Alexei,Heikkinen,18
8775,Anya,Lehtonen,19
8776,Boris,Koskinen,89
8777,Daniil,Koskinen,55
8778,Nikita,Laine,83
8779,Dmitri,Korhonen,89
8780,Ekaterina,Virtanen,48
8781,Igor,Lehtinen,91
8782,Boris,Heikkinen,67
8783,Anya,Korhonen,70
8784,Aleksandr,Mäkelä,52
8785,Leonid,Virtanen,47
8786,Nikita,Koskinen,59
8787,Alina,Nieminen,65
8788,Nikita,Nieminen,72
8789,Maria,Nieminen,45
8790,Sofia,Nieminen,66
8791,Anastasia,Heikkinen,97
8792,Daniil,Lehtinen,43
8793,Alexei,Laine,72
8794,Ekaterina,Hämäläinen,91
8795,Maria,Mäkelä,87
8796,Leonid,Virtanen,59
8797,Daniil,Laine,39
8798,Anastasia,Mäkinen,81
8799,Anatoly,Koskinen,52
8800,Leonid,Laine,39
8801,Dmitri,Järvinen,80
8802,Anastasia,Hämäläinen,38
8803,Alina,Järvinen,72
8804,Daniil,Lehtonen,36
8805,Boris,Heikkinen,23
8806,Ekaterina,Mäkelä,36
8807,Anatoly,Lehtinen,48
8808,Leonid,Lehtonen,68
8809,Sofia,Mäkelä,33
8810,Sofia,Heikkinen,70
8811,Dmitri,Järvinen,41
8812,Daniil,Mäkelä,98
8813,Anastasia,Lehtonen,68
8814,Igor,Laine,40
8815,Leonid,Järvinen,74
8816,Anya,Mäkelä,21
8817,Anatoly,Mäkinen,76
8818,Igor,Järvinen,48
8819,Sofia,Järvinen,58
8820,Anya,Järvinen,84
8821,Ekaterina,Nieminen,38
8822,Maria,Virtanen,24
8823,Dmitri,Hämäläinen,69
8824,Igor,Lehtinen,24
8825,Maria,Mäkinen,41
8826,Anatoly,Hämäläinen,95
8827,Anya,Laine,61
8828,Alexei,Koskinen,47
8829,Anastasia,Lehtonen,79
8830,Anatoly,Lehtonen,92
8831,Anatoly,Hämäläinen,89
8832,Leonid,Koskinen,35
8833,Anya,Virtanen,35
8834,Igor,Korhonen,90
8835,Dmitri,Mäkelä,48
8836,Igor,Järvinen,93
8837,Ekaterina,Järvinen,74
8838,Igor,Heikkinen,38
8839,Igor,Koskinen,70
8840,Dmitri,Järvinen,94
8841,Leonid,Laine,41
8842,Boris,Laine,39
8843,Maria,Laine,59
8844,Anastasia,Korhonen,96
8845,Igor,Mäkelä,72
8846,Maria,Heikkinen,69
8847,Daniil,Järvinen,19
8848,Boris,Lehtonen,20
8849,Boris,Lehtonen,30
8850,Dmitri,Järvinen,90
8851,Leonid,Laine,18
8852,Aleksandr,Lehtinen,26
8853,Daniil,Mäkinen,30
8854,Sofia,Mäkelä,72
8855,Sofia,Lehtinen,29
8856,Leonid,Virtanen,68
8857,Dmitri,Järvinen,76
8858,Maria,Mäkelä,87
8859,Aleksandr,Mäkelä,35
8860,Boris,Nieminen,18
8861,Ekaterina,Hämäläinen,49
8862,Daniil,Virtanen,79
8863,Aleksandr,Koskinen,60
8864,Anya,Mäkelä,21
8865,Anya,Koskinen,57
8866,Alexei,Heikkinen,54
8867,Leonid,Koskinen,69
8868,Igor,Heikkinen,19
8869,Alexei,Virtanen,63
8870,Ekaterina,Mäkelä,66
8871,Aleksandr,Nieminen,52
8872,Anastasia,Mäkinen,97
8873,Aleksandr,Mäkelä,42
8874,Dmitri,Heikkinen,75
8875,Anatoly,Järvinen,78
8876,Aleksandr,Virtanen,76
8877,Boris,Laine,98
8878,Anastasia,Mäkinen,35
8879,Igor,Hämäläinen,61
8880,Aleksandr,Mäkelä,61
8881,Alexei,Nieminen,88
8882,Igor,Virtanen,43
8883,Leonid,Nieminen,72
8884,Alina,Lehtonen,47
8885,Daniil,Mäkinen,92
8886,Anastasia,Lehtonen,49
8887,Daniil,Korhonen,21
8888,Anatoly,Virtanen,74
8889,Dmitri,Virtanen,32
8890,Alexei,Heikkinen,28
8891,Anya,Järvinen,91
8892,Leonid,Hämäläinen,52
8893,Anatoly,Lehtinen,65
8894,Anya,Lehtonen,90
8895,Daniil,Hämäläinen,19
8896,Anya,Heikkinen,84
8897,Boris,Heikkinen,58
8898,Boris,Laine,42
8899,Anatoly,Lehtonen,70
8900,Aleksandr,Nieminen,72
8901,Anya,Virtanen,33
8902,Boris,Mäkelä,74
8903,Igor,Virtanen,31
8904,Dmitri,Koskinen,71
8905,Boris,Hämäläinen,27
8906,Sofia,Virtanen,61
8907,Leonid,Lehtinen,21
8908,Nikita,Lehtonen,45
8909,Leonid,Laine,72
8910,Boris,Virtanen,89
8911,Alexei,Hämäläinen,39
8912,Dmitri,Koskinen,47
8913,Alina,Heikkinen,60
8914,Anya,Hämäläinen,92
8915,Igor,Virtanen,55
8916,Ekaterina,Mäkinen,70
8917,Aleksandr,Mäkinen,74
8918,Boris,Mäkinen,42
8919,Leonid,Virtanen,23
8920,Dmitri,Koskinen,60
8921,Anatoly,Laine,42
8922,Leonid,Mäkinen,28
8923,Leonid,Laine,93
8924,Daniil,Laine,65
8925,Igor,Hämäläinen,80
8926,Leonid,Korhonen,44
8927,Dmitri,Virtanen,80
8928,Sofia,Hämäläinen,76
8929,Anastasia,Lehtonen,62
8930,Anatoly,Lehtinen,23
8931,Aleksandr,Järvinen,31
8932,Ekaterina,Mäkinen,58
8933,Anya,Koskinen,85
8934,Anatoly,Virtanen,28
8935,Anya,Laine,84
8936,Boris,Järvinen,44
8937,Ekaterina,Mäkelä,72
8938,Nikita,Koskinen,50
8939,Anastasia,Mäkinen,87
8940,Maria,Lehtonen,59
8941,Daniil,Heikkinen,18
8942,Alexei,Järvinen,80
8943,Sofia,Mäkelä,33
8944,Alina,Koskinen,32
8945,Sofia,Laine,97
8946,Anastasia,Lehtinen,32
8947,Ekaterina,Korhonen,19
8948,Anatoly,Korhonen,76
8949,Boris,Mäkelä,88
8950,Igor,Lehtonen,63
8951,Aleksandr,Virtanen,48
8952,Anastasia,Laine,23
8953,Boris,Nieminen,19
8954,Anatoly,Heikkinen,75
8955,Sofia,Nieminen,62
8956,Alina,Heikkinen,84
8957,Sofia,Virtanen,29
8958,Anastasia,Virtanen,27
8959,Aleksandr,Heikkinen,54
8960,Anya,Hämäläinen,25
8961,Anya,Hämäläinen,20
8962,Anya,Laine,69
8963,Daniil,Hämäläinen,51
8964,Igor,Laine,34
8965,Boris,Mäkinen,41
8966,Sofia,Korhonen,82
8967,Sofia,Lehtonen,36
8968,Leonid,Laine,89
8969,Alina,Korhonen,54
8970,Leonid,Koskinen,99
8971,Daniil,Järvinen,51
8972,Nikita,Lehtonen,32
8973,Leonid,Korhonen,83
8974,Anya,Järvinen,42
8975,Maria,Lehtonen,95
8976,Leonid,Heikkinen,54
8977,Alexei,Laine,24
8978,Maria,Mäkelä,73
8979,Igor,Mäkinen,20
8980,Aleksandr,Nieminen,93
8981,Anatoly,Korhonen,85
8982,Anya,Heikkinen,91
8983,Ekaterina,Virtanen,39
8984,Dmitri,Korhonen,50
8985,Ekaterina,Mäkinen,22
8986,Daniil,Hämäläinen,45
8987,Boris,Heikkinen,34
8988,Sofia,Nieminen,71
8989,Anatoly,Nieminen,87
8990,Dmitri,Nieminen,73
8991,Nikita,Järvinen,98
8992,Anastasia,Korhonen,28
8993,Anastasia,Koskinen,94
8994,Maria,Lehtinen,61
8995,Boris,Virtanen,91
8996,Anya,Virtanen,24
8997,Aleksandr,Laine,24
8998,Dmitri,Järvinen,65
8999,Maria,Mäkelä,45
9000,Ekaterina,Laine,39
9001,Anatoly,Lehtonen,24
9002,Alexei,Järvinen,22
9003,Alina,Lehtonen,78
9004,Anatoly,Hämäläinen,25
9005,Anya,Hämäläinen,94
9006,Boris,Heikkinen,88
9007,Dmitri,Lehtinen,74
9008,Anya,Mäkinen,90
9009,Dmitri,Järvinen,96
9010,Igor,Mäkelä,97
9011,Dmitri,Hämäläinen,80
9012,Daniil,Nieminen,92
9013,Ekaterina,Mäkinen,90
9014,Sofia,Järvinen,92
9015,Alexei,Lehtinen,43
9016,Maria,Hämäläinen,97
9017,Aleksandr,Lehtinen,40
9018,Leonid,Virtanen,66
9019,Dmitri,Lehtonen,55
9020,Aleksandr,Heikkinen,87
9021,Ekaterina,Mäkelä,22
9022,Anastasia,Hämäläinen,77
9023,Aleksandr,Mäkinen,95
9024,Anastasia,Nieminen,71
9025,Anastasia,Lehtinen,33
9026,Igor,Virtanen,38
9027,Boris,Mäkinen,82
9028,Dmitri,Hämäläinen,37
9029,Dmitri,Virtanen,27
9030,Anastasia,Lehtonen,72
9031,Anatoly,Lehtinen,27
9032,Daniil,Hämäläinen,32
9033,Daniil,Järvinen,81
9034,Anya,Lehtinen,30
9035,Sofia,Laine,53
9036,Nikita,Lehtinen,92
9037,Sofia,Virtanen,63
9038,Boris,Heikkinen,59
9039,Dmitri,Koskinen,75
9040,Sofia,Järvinen,22
9041,Aleksandr,Virtanen,90
9042,Aleksandr,Korhonen,30
9043,Daniil,Korhonen,53
9044,Sofia,Virtanen,58
9045,Anatoly,Mäkelä,66
9046,Leonid,Koskinen,69
9047,Daniil,Korhonen,18
9048,Maria,Lehtinen,33
9049,Maria,Hämäläinen,47
9050,Alina,Mäkelä,53
9051,Aleksandr,Mäkelä,54
9052,Maria,Korhonen,36
9053,Sofia,Laine,49
9054,Leonid,Koskinen,88
9055,Alexei,Lehtinen,72
9056,Anastasia,Virtanen,33
9057,Ekaterina,Koskinen,70
9058,Igor,Lehtonen,82
9059,Aleksandr,Hämäläinen,97
9060,Aleksandr,Lehtonen,60
9061,Leonid,Lehtonen,30
9062,Alexei,Järvinen,39
9063,Anatoly,Korhonen,94
9064,Boris,Mäkelä,90
9065,Daniil,Laine,98
9066,Alina,Heikkinen,40
9067,Anya,Mäkinen,86
9068,Ekaterina,Hämäläinen,44
9069,Anya,Mäkelä,64
9070,Boris,Hämäläinen,38
9071,Anya,Laine,88
9072,Leonid,Hämäläinen,81
9073,Daniil,Lehtonen,65
9074,Ekaterina,Korhonen,20
9075,Anastasia,Lehtinen,58
9076,Leonid,Heikkinen,31
9077,Alexei,Hämäläinen,63
9078,Leonid,Virtanen,40
9079,Boris,Virtanen,87
9080,Anya,Mäkelä,66
9081,Maria,Koskinen,18
9082,Alina,Korhonen,80
9083,Daniil,Mäkelä,59
9084,Anya,Hämäläinen,41
9085,Nikita,Hämäläinen,20
9086,Dmitri,Virtanen,66
9087,Nikita,Järvinen,56
9088,Anya,Koskinen,75
9089,Sofia,Nieminen,97
9090,Daniil,Mäkelä,58
9091,Anya,Mäkinen,22
9092,Alina,Laine,78
9093,Anatoly,Hämäläinen,94
9094,Alina,Mäkinen,44
9095,Anatoly,Heikkinen,19
9096,Aleksandr,Lehtonen,95
9097,Igor,Nieminen,20
9098,Igor,Mäkinen,29
9099,Aleksandr,Laine,96
9100,Leonid,Hämäläinen,85
9101,Alina,Koskinen,55
9102,Anastasia,Heikkinen,35
9103,Anya,Nieminen,82
9104,Ekaterina,Heikkinen,90
9105,Maria,Nieminen,87
9106,Maria,Lehtonen,30
9107,Dmitri,Järvinen,21
9108,Leonid,Mäkelä,87
9109,Alina,Hämäläinen,48
9110,Anastasia,Lehtinen,69
9111,Boris,Hämäläinen,51
9112,Daniil,Mäkinen,75
9113,Boris,Lehtinen,21
9114,Igor,Laine,80
9115,Sofia,Virtanen,21
9116,Boris,Lehtonen,53
9117,Dmitri,Järvinen,73
9118,Boris,Nieminen,92
9119,Sofia,Mäkinen,44
9120,Maria,Virtanen,28
9121,Leonid,Koskinen,50
9122,Alina,Koskinen,62
9123,Anastasia,Korhonen,23
9124,Anastasia,Mäkinen,18
9125,Alina,Nieminen,71
9126,Anatoly,Nieminen,82
9127,Anastasia,Järvinen,32
9128,Boris,Laine,60
9129,Nikita,Koskinen,97
9130,Anya,Järvinen,88
9131,Anatoly,Mäkelä,67
9132,Alexei,Nieminen,96
9133,Alina,Nieminen,81
9134,Alina,Korhonen,99
9135,Ekaterina,Laine,73
9136,Daniil,Virtanen,88
9137,Igor,Laine,53
9138,Alina,Nieminen,54
9139,Daniil,Hämäläinen,78
9140,Nikita,Laine,44
9141,Ekaterina,Heikkinen,31
9142,Boris,Heikkinen,81
9143,Daniil,Lehtinen,27
9144,Ekaterina,Koskinen,45
9145,Alina,Koskinen,69
9146,Boris,Lehtinen,69
9147,Anastasia,Järvinen,60
9148,Aleksandr,Lehtonen,83
9149,Anatoly,Heikkinen,19
9150,Sofia,Virtanen,97
9151,Ekaterina,Laine,85
9152,Boris,Mäkelä,54
9153,Igor,Hämäläinen,59
9154,Igor,Nieminen,72
9155,Igor,Järvinen,42
9156,Nikita,Korhonen,64
9157,Anya,Hämäläinen,74
9158,Maria,Hämäläinen,75
9159,Aleksandr,Hämäläinen,92
9160,Sofia,Korhonen,45
9161,Anastasia,Heikkinen,18
9162,Boris,Hämäläinen,44
9163,Alina,Lehtonen,75
9164,Anastasia,Virtanen,80
9165,Maria,Koskinen,64
9166,Leonid,Korhonen,46
9167,Aleksandr,Hämäläinen,64
9168,Maria,Mäkelä,94
9169,Dmitri,Hämäläinen,22
9170,Daniil,Mäkelä,28
9171,Daniil,Mäkinen,64
9172,Anya,Lehtinen,30
9173,Aleksandr,Heikkinen,85
9174,Maria,Lehtonen,25
9175,Igor,Järvinen,77
9176,Sofia,Virtanen,65
9177,Nikita,Mäkelä,79
9178,Anatoly,Lehtonen,64
9179,Maria,Hämäläinen,43
9180,Daniil,Koskinen,73
9181,Dmitri,Korhonen,88
9182,Nikita,Lehtinen,73
9183,Ekaterina,Hämäläinen,94
9184,Nikita,Hämäläinen,28
9185,Anatoly,Virtanen,23
9186,Anatoly,Hämäläinen,56
9187,Anatoly,Virtanen,68
9188,Anya,Hämäläinen,84
9189,Aleksandr,Laine,54
9190,Aleksandr,Lehtinen,93
9191,Alexei,Järvinen,46
9192,Nikita,Heikkinen,36
9193,Ekaterina,Korhonen,91
9194,Boris,Heikkinen,94
9195,Boris,Hämäläinen,30
9196,Leonid,Korhonen,76
9197,Leonid,Nieminen,63
9198,Leonid,Laine,93
9199,Dmitri,Heikkinen,32
9200,Dmitri,Nieminen,25
9201,Nikita,Lehtinen,91
9202,Leonid,Heikkinen,36
9203,Boris,Lehtinen,69
9204,Ekaterina,Järvinen,45
9205,Igor,Mäkelä,77
9206,Aleksandr,Korhonen,65
9207,Anatoly,Lehtonen,70
9208,Nikita,Nieminen,78
9209,Nikita,Korhonen,71
9210,Aleksandr,Laine,52
9211,Leonid,Korhonen,40
9212,Aleksandr,Lehtinen,30
9213,Aleksandr,Laine,71
9214,Dmitri,Virtanen,45
9215,Anastasia,Hämäläinen,27
9216,Boris,Virtanen,96
9217,Alina,Nieminen,75
9218,Maria,Mäkinen,80
9219,Boris,Virtanen,36
9220,Anatoly,Järvinen,70
9221,Anatoly,Laine,85
9222,Leonid,Nieminen,72
9223,Alexei,Laine,77
9224,Dmitri,Mäkinen,19
9225,Boris,Järvinen,24
9226,Anastasia,Korhonen,30
9227,Daniil,Mäkelä,96
9228,Sofia,Korhonen,33
9229,Maria,Mäkinen,30
9230,Dmitri,Lehtonen,40
9231,Maria,Virtanen,62
9232,Dmitri,Koskinen,33
9233,Sofia,Koskinen,85
9234,Maria,Järvinen,18
9235,Leonid,Mäkelä,31
9236,Igor,Hämäläinen,83
9237,Igor,Mäkinen,43
9238,Aleksandr,Hämäläinen,91
9239,Sofia,Virtanen,41
9240,Sofia,Mäkelä,72
9241,Ekaterina,Lehtonen,84
9242,Alexei,Mäkinen,53
9243,Alexei,Nieminen,31
9244,Boris,Korhonen,33
9245,Anya,Järvinen,90
9246,Boris,Laine,20
9247,Leonid,Koskinen,40
9248,Anya,Koskinen,43
9249,Dmitri,Hämäläinen,44
9250,Sofia,Korhonen,61
9251,Daniil,Lehtinen,57
9252,Anastasia,Mäkinen,56
9253,Anatoly,Virtanen,64
9254,Aleksandr,Heikkinen,71
9255,Igor,Laine,36
9256,Aleksandr,Hämäläinen,66
9257,Sofia,Järvinen,37
9258,Daniil,Hämäläinen,96
9259,Maria,Nieminen,83
9260,Anastasia,Mäkelä,81
9261,Boris,Nieminen,85
9262,Igor,Laine,35
9263,Alina,Koskinen,88
9264,Sofia,Koskinen,44
9265,Anya,Laine,19
9266,Anya,Lehtinen,70
9267,Ekaterina,Järvinen,94
9268,Ekaterina,Koskinen,21
9269,Anastasia,Lehtonen,58
9270,Nikita,Korhonen,41
9271,Daniil,Virtanen,36
9272,Anatoly,Lehtinen,90
9273,Ekaterina,Koskinen,64
9274,Alexei,Nieminen,49
9275,Anatoly,Koskinen,38
9276,Nikita,Heikkinen,43
9277,Aleksandr,Nieminen,87
9278,Alina,Lehtonen,66
9279,Maria,Hämäläinen,23
9280,Ekaterina,Virtanen,76
9281,Anastasia,Nieminen,74
9282,Boris,Korhonen,40
9283,Alina,Heikkinen,62
9284,Maria,Virtanen,78
9285,Anatoly,Hämäläinen,92
9286,Ekaterina,Nieminen,49
9287,Daniil,Nieminen,97
9288,Igor,Korhonen,83
9289,Leonid,Mäkelä,76
9290,Daniil,Nieminen,69
9291,Dmitri,Lehtinen,42
9292,Igor,Laine,82
9293,Anatoly,Korhonen,89
9294,Anya,Koskinen,40
9295,Maria,Virtanen,93
9296,Igor,Laine,75
9297,Dmitri,Lehtonen,69
9298,Alina,Korhonen,30
9299,Dmitri,Mäkelä,73
9300,Maria,Hämäläinen,38
9301,Leonid,Laine,39
9302,Alina,Lehtinen,35
9303,Dmitri,Korhonen,81
9304,Dmitri,Hämäläinen,90
9305,Aleksandr,Järvinen,65
9306,Anastasia,Lehtinen,34
9307,Igor,Heikkinen,62
9308,Ekaterina,Korhonen,67
9309,Anya,Lehtinen,75
9310,Sofia,Virtanen,96
9311,Igor,Lehtonen,28
9312,Leonid,Järvinen,95
9313,Alina,Koskinen,75
9314,Daniil,Mäkelä,70
9315,Igor,Lehtinen,39
9316,Aleksandr,Heikkinen,52
9317,Igor,Laine,83
9318,Aleksandr,Nieminen,22
9319,Leonid,Koskinen,54
9320,Nikita,Korhonen,56
9321,Anastasia,Lehtonen,82
9322,Sofia,Koskinen,77
9323,Nikita,Hämäläinen,81
9324,Alina,Korhonen,74
9325,Alexei,Laine,73
9326,Anatoly,Heikkinen,70
9327,Dmitri,Hämäläinen,71
9328,Maria,Lehtonen,90
9329,Igor,Mäkelä,63
9330,Alina,Korhonen,95
